pid,START,Fall 2011,Spring 2012,Summer 2012,Fall 2012,Spring 2013,Summer 2013,Fall 2013,Spring 2014,Summer 2014,Fall 2014,Spring 2015,Summer 2015,Fall 2015,Spring 2016,Summer 2016,Fall 2016,Spring 2017,Summer 2017,Fall 2017,Spring 2018,Summer 2018,Fall 2018,Spring 2019,Summer 2019,Fall 2019,Spring 2020,Summer 2020,Fall 2020,Spring 2021,Summer 2021
881676,START,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881682,START,FR,FR,FR,SO,SO,SO,SO,SO,SO,JU,JU,JU,JU,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881688,START,FR,SO,SO,SO,JU,JU,SR,SR,SR,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881698,START,FR,FR,FR,SO,SO,SO,TO,SO,JU,JU,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881708,START,FR,SO,SO,SO,SO,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
881713,START,FR,FR,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
881722,START,FR,FR,FR,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881724,START,FR,FR,FR,FR,FR,FR,SO,SO,SO,SO,SO,SO,SO,JU,JU,JU,JU,JU,JU,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881730,START,FR,SA,SA,FR,FR,SA,SA,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,FR,SA,FR,FR,SO,SA
881731,START,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881748,START,FR,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881749,START,FR,FR,FR,SO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881753,START,FR,FR,FR,FR,FR,FR,SO,SO,SA,SA,SO,SO,SO,SO,SO,JU,JU,JU,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
881758,START,FR,FR,FR,SO,SO,SO,JU,JU,JU,SR,SR,SR,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881789,START,FR,FR,FR,FR,SO,SO,SO,SO,SO,JU,JU,JU,JU,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881791,START,FR,FR,SA,SA,FR,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
881798,START,FR,FR,FR,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881800,START,FR,FR,FR,SO,SO,SO,SO,JU,JU,JU,JU,JU,SR,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881831,START,FR,FR,FR,FR,SO,SO,SO,SO,SA,SA,SO,SO,JU,JU,JU,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881840,START,FR,FR,FR,SO,SO,SO,JU,JU,JU,JU,SR,SR,SR,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881844,START,FR,SO,SO,SO,JU,JU,JU,JU,JU,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881845,START,FR,FR,FR,SO,SO,SO,JU,JU,JU,SR,SR,SR,SR,SA,SA,SA,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881847,START,FR,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,FR,FR,SA,SA,SA,FR,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO
881852,START,FR,SA,SA,SA,SA,SA,FR,SO,SO,SO,JU,JU,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881866,START,FR,FR,FR,FR,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881902,START,FR,FR,FR,SO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881919,START,FR,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881923,START,FR,SA,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
881926,START,FR,FR,FR,SO,SO,SO,SO,SO,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
881943,START,FR,FR,FR,SO,SA,SA,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
881951,START,FR,FR,FR,FR,SO,SO,SO,SO,SO,SO,SO,SO,JU,JU,JU,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881952,START,FR,FR,FR,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
881954,START,FR,FR,SO,SO,JU,JU,JU,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881960,START,FR,FR,FR,SO,SO,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SO,SO,JU,JU,SR,SR,SR,SR,SR,SR,GR,GR
881970,START,FR,FR,FR,SO,SO,SO,JU,JU,JU,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
881975,START,FR,FR,FR,SO,SO,SO,JU,JU,JU,JU,SR,SR,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882000,START,FR,FR,FR,SO,SO,SO,JU,JU,JU,SR,SR,SR,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882016,START,FR,FR,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882017,START,FR,FR,FR,SO,SO,SO,SO,JU,JU,JU,JU,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882027,START,FR,FR,FR,FR,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO
882032,START,FR,FR,FR,SO,SO,JU,JU,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882039,START,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
882049,START,FR,FR,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882091,START,FR,FR,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882094,START,FR,FR,FR,FR,SO,SO,SO,JU,JU,JU,JU,JU,JU,SR,SR,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882095,START,FR,FR,FR,FR,SO,SO,SO,JU,SA,SA,JU,JU,JU,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882104,START,FR,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
882109,START,FR,SO,SO,SO,SO,JU,JU,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882113,START,FR,FR,FR,SO,SO,SO,JU,JU,JU,JU,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882115,START,FR,FR,SA,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882124,START,FR,FR,FR,FR,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882133,START,FR,FR,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,DO,DO
882166,START,FR,FR,SO,SO,SO,SO,JU,JU,SA,SA,JU,JU,JU,JU,SA,SA,SA,SA,SA,JU,JU,DO,DO,DO,DO,DO,DO,DO,DO,DO
882171,START,FR,FR,FR,SO,SO,SO,JU,SR,SR,SR,SR,SR,SR,SA,SA,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882185,START,FR,FR,FR,TO,TO,TO,SO,SO,SO,JU,JU,JU,JU,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882188,START,FR,FR,FR,SO,SO,SO,SO,SO,SO,SO,SO,JU,JU,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882200,START,FR,FR,FR,FR,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882201,START,FR,FR,FR,SO,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882205,START,FR,FR,FR,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,FR,DO,DO,DO,DO,DO,DO,DO,DO
882208,START,FR,FR,FR,SO,SO,SO,JU,JU,JU,SR,SR,SR,SR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR
882218,START,FR,SO,SO,SO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882230,START,FR,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882231,START,FR,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,SA,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
882238,START,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO,DO
